id,caseId,company,longitude,latitude,coordinatetype,street,house_nr,floor,postcode,city,area,price,rooms,daysOnMarket,type,descriptiontitle,descriptionbody,date
4b43e193-c223-43bb-a78f-3b7892bc40fa-2498000,4b43e193-c223-43bb-a78f-3b7892bc40fa,danbolig Nordvest/Emdrup - Brdr. Bjørn Bredo,12.529899,55.70886,EPSG4326,Birkedommervej,18,2,2400,København NV,61,2498000,2,166,condo,Delevenlig. Kig til fri passage. Lys. God stand. Centralt placeret,"På Birkedommervej 18, 2. th. finder du denne skønne bolig som byder på to gode rummelige værelser, badeværelse og køkken. Denne bolig egner sig perfekt til enkeltpersoner, par eller som delelejlighed. Boligen er placeret centralt i det hippe Nordvest tæt på Frederikssundsvej og Frederiksborgvej. LEJLIGHEDEN: Når man træder ind i entréen, har man god plads til opbevaring af overtøj og sko. Herfra har man adgang til stuen som er rummelig og har et fantastisk lysindfald. Her er der god plads til bå",2022-08-21
a44d54ff-f45f-474c-aa84-3ecb6639ffed-8495000,a44d54ff-f45f-474c-aa84-3ecb6639ffed,Nybolig Amager,12.633674,55.650723,EPSG4326,Formosavej,33,,2300,København S,158,8495000,4,166,villa,,"Hvis det indledningsvis lyder spændende med en yderst velbeliggende, lys og rummelig villa, hvor der selv i kælderen er højt til loftet, så hør bare her: I gåafstand til metroen og Amager Strandpark ligger denne dejlige bolig med sydvestvendt terrasse og smukt anlagt have, hvor børnene kan lege. Børnene kan desuden få den bedste folkeskolegang i Skolen Ved Sundet, som denne villa hører til. Fordelingsentré har integreret skabsplads og åbner praktisk op til resten af stueplan, der domineres af lyse rum med gyldent op med egefletparket på gulvene. En stor sydvestvendt vinkelstue er husets hjerterum, og herfra strømmer solen ind gennem det brede vindue ud mod forhaven og vejen, hvor man har et godt vue. Her i stuen er der både plads til spisestuemøblementet samt det hyggelige sofahjørne, og adgangen til udendørsterrassen sker også herfra. Fra terrassen kan man slentre ned i haven, hvor et stort drivhus også ligger og luner sig midt i eftermiddagssolen.Køkkenet har spots i loftet, og sammen med badeværelset blev de begge renoverede omkring 2000. Stueetagen har herudover tre fine værelser; et flot og skønt soveværelse med integreret skabsplads samt to andre, som snildt kan anvendes til børne/gæsteværelser/kontor. Der er for øvrigt indlagt fibernet i huset.Men det stopper jo ikke her. Den meget brugbare kælder har præcis samme areal og ca. samme planløsning som ovenpå, og hernede er der ca. 220 cm. til loftet, hvilket resulterer i en både lys og tør indendørsatmosfære. Vi nævner i flæng: Forrum (med egen nedgang fra baghaven), viktualierum, vaske/fyrrum, stort disponibelt rum og et endnu større, lyst rum beliggende under stuen. Her er der dømt gildesal, og mangt en familiefest er blevet afholdt her gennem årerne.Så velkommen til en dejlig villa midt i et af Amagers absolut bedste kvarterer, og som før øvrigt kun har været i sælgers eje indtil nu. Velkommen til Formosavej 33 og vi ses!",2022-08-21
a9109da8-c86e-40fb-a65b-bca34cab7d82-5995000,a9109da8-c86e-40fb-a65b-bca34cab7d82,RealMæglerne Sundbyerne ApS,12.607492,55.640167,EPSG4326,Irlandsvej,110,,2300,København S,117,5995000,4,166,villa,Funktionel villa i et plan på Amager,"Træd indenfor i denne etplans villa, der giver jer adskillige gode værelser og en dejlig udestue. Hjemmet fordeler sig på 106 kvadratmeter og disponerer over tre værelser, et badeværelse, entré, bryggers, køkken samt en stor stue og udestue, så her kan børnefamilien altså finde sig til rette!Entréen giver jer muligheder for at byde gæsterne velkomne til en nyttig garderobe, og så kan I holde alle hverdagspraktikaliteterne i bryggerset, hvor der både er installeret vaskefaciliteter og ekstra fryseelementer. Selve badeværelset er indrettet med separat bruseniche, og så kan I glæde jer over gulvvarmen, der er installeret her! Køkkenet er holdt lyst og åbent og inviterer hele familien til at gå sammen om at kokkerere lækre måltider. Herfra kan I hurtigt bevæge jer hen til spisebordet og samle jer om aftensmaden! Der skal påregnes lidt istandsættelse.Vender I opmærksomheden mod de indretningsvenlige værelser, kan I glæde jer over rummeligheden, der giver jer muligheder for at have både senge, skriveborde og legehjørner: Eller hvad I end kunne tænke jer! Dette hjem giver jer altså plads til lidt af hvert, om det er sammen eller hver for sig.Fra både stuen og udestuen kan I hurtigt bevæge jer ud i haven, der giver jer mange muligheder med både for- og baghave. Her står en stor, sydvestvendt terrasse klar, hvor I kan nyde solens skær på både terrassen og i resten af haven, der også indbyder til leg og sjov. I haven kan I endda give jer i kast med havearbejde og anlægge en eventuel køkkenhave! Derudover byder ejendommen på flere udhuse til alle haveredskaberne samt en carport, hvor I kan parkere både bil og cykler.Med dette område får I alt det bedste, som byen og Amager kan give jer, mens I stadig kan få glæde af livet som husejere. Da I befinder jer lige imellem Amagerbrogade og Englandsvej, er I tæt på alt fra offentligt transport og indkøbsmuligheder til stemningsfyldte parker, svømmehal, fritidshjem, idrætsanlæg og skoler. Her kan gåturene findes i både Englands- og Tårnbyparken, mens shopping kan lokaliseres på Amagerbrogade og i Field's! Ønsker I at tage et smut til Indre By, kan I blot hoppe på cyklen, som ikke bare hurtigt kan føre jer ind til kulturen, men også til større naturoplevelser i form af Amager Fælled eller Amager Strandpark.",2022-08-21
9ac6604d-0c3f-4428-b300-36428eac7204-9998000,9ac6604d-0c3f-4428-b300-36428eac7204,RealMæglerne Østerbro,12.556749,55.710896,EPSG4326,Studsgaardsgade,60,,2100,København Ø,191,9998000,7,166,terraced house,Gennemrenoveret rækkehus på 298 etagemeter med eftertragtet adresse,"På solsiden af Studsgaardsgade ligger dette unikke Østerbro-rækkehus, som vi nu har glæden af at kunne udbyde til salg. Her kan I overtage nøglerne til intet mindre end 298 etagemeter, som byder på en unik rummelighed med gennemførte, arkitektoniske detaljer - boligen er nemlig gennemrenoveret i 2009 med stor respekt for husets originale udtryk.Rækkehuset er opført i 1928, og det ligger på en 163 kvadratmeter stor matrikel, hvor I har glæde af en for- og baghave, der giver plads til leg og aktiviteter såvel som afslapning, når vejret tillader det. Huset egner sig helt perfekt til børnefamilier, der ønsker hus i byen, og planløsningen giver endda mulighed for, at I kan udleje stueetagen og på den måde få en ekstra indtægt. Som vi allerede har afsløret, er dette rækkehus gennemrenoveret i 2009 med respekt for huset, og hjemmet står således med slebne og behandlede trægulve, restaurerede døre, dør- og vindueskarme samt blotlagte bjælker, som bidrager med charme og sjæl. Alligevel står alt interiør snorlige med bl.a. Siematic-køkken på 1. salen, mens det store badeværelse på 2. salen er isat med skønne materialer bl.a. et badekar fra Philippe Starck. Ydermere er der indlagt gulvvarme på badeværelset. Der er med andre ord kræset for både komfort og æstetik. Hoveddøren byder indenfor til en entré og opgang, der går hele vejen op gennem huset. Stueetagen råder over et køkken, et badeværelse, en stue og to værelser, og denne etage kan altså snildt udlejes, hvis ikke fx familiens teenager eller voksne barn skal indlogeres i mere private rammer. 1. salen byder på et stort, lysfyldt og møblerbart opholdsrum, hvilket leder ind til det strømlinede køkken, gæstetoilet samt mulighed for både spisestue og dagligstue. 2. salen råder over tre værelser og det lækre badeværelse, mens 3. salen afrunder hjemmet med et stort disponibelt rum med mange muligheder - heroppe giver de store skråvinduer desuden en betagende udsigt over byens tage.Studsgaardsgade har en sublim beliggenhed, hvor den centrale placering på Østerbro kombineres med rolig rækkehusidyl. Nabolaget huser både dagligvarebutikker, café, restauranter og take-away, og når I trænger til et afbræk i hverdagen, kan I glæde jer over den korte afstand på bare 850 meter til Fælledparken - på vej hertil passerer I gode busforbindelser samt Vibenhus Runddel, hvor metroen står klar. I sommermånederne er det fantastisk med bare 10 minutter på cyklen til Svanemøllen Strand og Nordhavns havnebade, og som prikken over i'et lægger det her område sig lige op ad Indre Østerbro, Nørrebro og Hellerup, mens resten af København selvfølgelig også er indenfor en overskuelig afstand.Går du i salgstanker, er du meget velkommen til at kontakte os for en aftale om en uforpligtende salgsvurdering.",2022-08-21
a246550d-c2a4-4f29-a30d-bf62c4460cb3-1695000,a246550d-c2a4-4f29-a30d-bf62c4460cb3,LokalBolig Brønshøj/Vanløse ApS,12.499026,55.696556,EPSG4326,Brønshøjvej,65,3,2700,Brønshøj,35,1695000,1,166,condo,Rummelig lejlighed i smørhullet af Brønshøj,"Rummelig lejlighed i smørhullet af Brønshøj Midt i Brønshøj finder du denne fine lejlighed, der udfolder sig på tredje sal i en klassisk, gul murstensejendom fra 1935. Dit kommende hjem gemmer både på et behageligt lysindfald og en en super god planløsning, der fordeler kvadratmeterne perfekt og består af et værelse, et køkken, et badeværelse og en entré. Den enkle indretning er perfekt til singlen eller som en studiebolig. Prikken over i’et er den kommende altan, som giver dig et skønt uderum t",2022-08-21
b5393aec-a10a-4314-9f40-8b3be538600d-3695000,b5393aec-a10a-4314-9f40-8b3be538600d,home Amager - Kastrupvej,12.617602,55.65454,EPSG4326,Elbagade,73,4,2300,København S,75,3695000,3,166,condo,LYS OG INDFLYTNINGSKLAR LEJLIGHED MED TO ALTANER OG UDSIGT OVER FILIPSPARKEN,"LEJLIGHEDEN:
I bydes velkommen indenfor til en pæn og velholdt boligoplevelse i denne treværelses lejlighed, der folder sig ud med 75 veludnyttede m2. Lejligheden ligger godt placeret på 4. sal, hvor dagslyset strømmer uforstyrret indenfor, mens vinduerne inviterer på en herlig udsigt over nabolaget. Det naturlige lysindfald skaber en luftig atmosfære, som gør det nemt at føle sig hjemme, og derudover byder lejligheden også på klassisk charme, for rummene prydes af plankegulve og stuklofter. End",2022-08-21
b98a2151-d3e7-40f1-a154-5ed417bacc48-2095000,b98a2151-d3e7-40f1-a154-5ed417bacc48,Estate Vanløse,12.499294,55.69271,EPSG4326,Katrinedalsvej,2,0,2720,Vanløse,63,2095000,2,167,condo,Stor New-Yorker lejlighed i Katrinedalskvarteret.,"63 reelle m2. og fantastiske mulighederEn flot istandsat lejlighed med rummeligt badeværelse, soveværelse, moderne køkken-alrum og stue. Lejligheden er super velbeliggende, tæt på Sallingvej, men orienteret væk fra vejen, så man får fuldt udbytte af det rolige Katrinedalskvarter.Det er, hvad der venter på Katrinedalsvej 2 i Vanløse, men ikke nok med det. Stuen er højloftet, og det er udnyttet til at skabe en hems, der breder sig over knap 10 kvadratmeter.I forhold til udgangspunktet er rumdelingen taget op til revision og genskabt i en udgave, der imødekommer det moderne publikum. Det gælder ikke mindst køkken-alrummet, der er boligens centrale omdrejningspunkt. Køkkenet er stilrent med grebsfrie elementer og har et righoldigt udvalg af hvidevarer, herunder vaskemaskine. Alrummet er en rigtig hyggelig krog og ikke helt lille. Med et passende spisebord, eller måske en bænk, kan der snildt samles seks personer omkring et måltid. Køkken-alrummet glider åbent over i stuen, hvor et bredt vinduesparti mod syd trækker masser af lys ind i det højloftede rum. Stuens vinduesparti er orienteret mod ejerforeningens grønne område og mod den stille Katrinedalsvej. Der er med andre ord, når der slappes af i stuen, ikke andet end fred, ro og grønne indslag i sigte. I stuen fører en stige op til hemsen, men der kan også etableres en fast trappe, hvis det ønskes. Soveværelset er ikke stort, men har uden problemer plads til dobbeltseng, en kommode og nattens søde drømme. Flisebadeværelset er holdt i lys stil og byder på badekar med tilhørende brus, så der kan bades bag et skærmende forhæng. Planløsningen fuldendes af entréen, hvor fliser i storformat slår lejlighedens moderne stil an fra start.Det grønne område ud for stuen (og ud for køkkenet) betyder, at storbyen kan virke fjern, når man er hjemme. Men i storbyen bor man. Centralt endda, med nem adgang til mange københavnske kvarterer. Selve Katrinedalsvej fører til downtown Vanløse med shoppingcenteret Kronen, S-tog og metro.",2022-08-21
6a9b87bf-d931-414e-bdd6-d31a2f94d505-4300000,6a9b87bf-d931-414e-bdd6-d31a2f94d505,Amager,12.571232,55.61733,EPSG4326,Richard Mortensens Vej,75,1,2300,København S,106,4300000,3,167,condo,"Veldisponeret byhus fordelt på 2 plan, med egen solrig terrasse samt altan beliggende i arkitektoniske 8 Tallet.","Veldisponeret byhus fordelt på 2 plan, med egen solrig terrasse samt altan beliggende i arkitektoniske 8 Tallet.Området:
Byhuset er beliggende tæt på den enestående smukke natur på Kalvebod Fælled, tæt på alt, men langt væk fra larm og støj. På Fælleden kan du støde på hjorte eller nyde det rige fugeliv ved Store Høj Sø, eller tage på udflugt til en af bålpladserne ved det nærliggende Naturcenter Amager.Samtidig har du kun 5 minutter på cykel til Field’s med et væld af butikker, caféer og restau",2022-08-21
8ef94d7b-9d6d-40d2-8cd9-1f08a2a3117a-1995000,8ef94d7b-9d6d-40d2-8cd9-1f08a2a3117a,home Valby,12.483839,55.66878,EPSG4326,Vestervang,32,0,2500,Valby,53,1995000,2,167,condo,Pæn og velholdt delelejlighed,"Velkommen indenfor i denne høje stuelejlighed på Vestervang 32, der er en oplagt delelejlighed til de studerende, parret eller måske blot til den person, der vil have sit helt eget, og lejligheden er også velegnet som forældrekøb. I kan hvert i fald glæde jer over en pæn og indflytningsklar lejlighed med fine detaljer i et hyggeligt og stille område.

Entréen er lys og rummelig med plads til overtøj og opbevaring, og herfra er der adgang til alle hjemmets rum. Køkkenet fremstår hyggeligt med ele",2022-08-21
80a0efbb-4f82-4165-9957-28dc42b544ca-9695000,80a0efbb-4f82-4165-9957-28dc42b544ca,Estate Amager Aps,12.597364,55.66299,EPSG4326,Sverrigsgade,53,,2300,København S,124,9695000,5,169,terraced house,Totalrenoveret byggeforeningshus på lukket vej – med en af Amagerbros bedste haver!,"En totalrenoveret og stilfuld bolig på Amagerbro med sydvendt have!Ja, dette byggeforeningshus har meget at byde på, og de gode nyheder stopper ikke her. Hele herligheden holder til på en strækning af Sverrigsgade, der er lukket og lige så fredelig som forstædernes små villaveje. Samtidig bor man i metropolen med et par minutters gang til Amagerbrogade og Amagerbros metrostation. Inden for hurtig rækkevidde er også fælleden, Christianshavns kanaler og Islands Brygge med havnebadet, mens en cykeltur på 10 minutter fører til Indre By. Hjemme i det rolige nabolag har man et af byens bedste pizzeriaer og et gadelaug med årlige vejfester.Med en dåbsattest fra 1877 er byggeforeningshuset, en af de ældste på Amagerbro, men også et af de mest moderne og charmerende. Efter renoveringen, der blev foretaget i 2016-2017, er alt, bortset fra ydermurenes sten skiftet. Indmaden, inklusiv etageadskillelser, blev pillet ud og bygget op på ny. I praksis er der tale om et så godt som nyt hjem, der forsikringsmæssigt da også er registreret som en topmoderne bolig. Samtidig er renoveringen foretaget med respekt for den medfødte charme i byggeforeningshuset.Ny er også rumdelingen, der fordelt over tre plan giver to badeværelser, tre værelser, køkken, alrum og stue. Køkkenet er rykket op på første sal og samlet med alrum og stue for at have opholdsrummet oppe i lyset og placeret centralt. Uanset, hvor man er i hjemmet, er husets hjerte tæt på. På alle etager er hver eneste kvadratcentimeter nøje udtænkt og optimalt udnyttet. De funktionelle løsninger er mange, ligesom de eksklusive materialer. Eksempler er et snedkerkøkken fra Multiform og italienske mosaikfliser i badeværelserne. Samtlige kvadratmeter byder på gulvvarme.Renoveringen tilførte også et fritliggende anneks, der breder sig over 35 kvadratmeter. Annekset holder samme høje boligstil som den øvrige del af byggeforeningshuset.Matriklen er en af de største i nabolaget og giver til den praktiske side parkering til to biler og en trailer. Området mellem anneks og hovedhus er anlagt med have og ny terrasse, og det er her, man tilbringer sommeren, med måltider fra udekøkkenet, i solen fra syd eller i skyggen under et sejl, mens børnene plasker i et bassin. Sommeren sanser man også gennem egne krydderurter, frugttræer og roser, mens det åbne og solbeskinnede byrum omkring haven hen over de lyse måneder tager form som én stor park midt i byen.",2022-08-21
eba76f8b-bf02-4f38-bb28-3f589d512d95-1898000,eba76f8b-bf02-4f38-bb28-3f589d512d95,Estate Amager Aps,12.614918,55.662582,EPSG4326,Ungarnsgade,39,0,2300,København S,44,1898000,1,170,condo,Smart 1V’er med spisekøkken – lige ved Lergravsparken,"En kvadratmeter er en kvadratmeter, men så alligevel ikke. Når en boligs kvadratmeter er smart fordelt, kan der opstå rummelighed og plads til det gode liv i byen, og det er netop, hvad det handler om i denne 1V'er er på Amagerbro. Foruden entré og badeværelse er lejligheden indrettet med to dejlige rum at opholde sig i. Det gælder køkkenet, hvor der med spisebord er god plads til køkkenhygge i det daglige og til at samle vennerne omkring et festligt måltid. Det gælder stuen, når det er tid til at slappe af foran fladskærmen, og hvor der også er rigeligt plads til nattens søde drømme. Og er der brug for mere albuerum - ja, så har man bare et par trappetrin til den fælles gård, ligesom Lergravsparkens grønne byrum byder sig til 150 meter fra lejligheden.Der er tale om en høj stuelejlighed hævet et stykke op over gadeplanet på Ungarnsgade. Placeringen i stueetagen gør det nemt at trække på gårdmiljøet, som man tilgår via køkkentrappen. Gården er lukket og hyggeligt anlagt med brosten. Enkelte buske og træer sørger for, at sommeren folder sig ud med farver, som man også har kig til i køkken-alrummet. Til fælles brug har beboerne borde og bænke, som altså er på plads til spontane kaffepauser og grillmiddage under åben himmel.Ejerforeningen er velfungerende og har ry for at være en af de bedste på Amager. De fælles faciliteter, herunder gården, holdes i pæn og indbydende stand.Entréen tager funktionelt imod, når man træder indenfor. Fodtøj og tasker har hyldeplads, og over døren til køkkenet er der skabt ekstra opbevaringsplads. I flisebadeværelset sørger et badeforhæng for, at hele rummet ikke plaskes til, når der bruses. Køkkenet byder ikke kun på spiseplads, men også mange skabe til køkkengrejet og anden opbevaring. Når stuen indrettes med en seng, der også fungerer som sofa, er der snildt plads til både hjemmearbejdsplads og hyggekrog. En bedre udnyttelse af kvadratmeterne findes ikke!Nabolaget omkring Ungarnsgade 39 er mangfoldigt med caféer, fitness, svømmehal, trendy vinbarer og meget mere. De urbane glæder på Amagerbrogade er inden for hurtig rækkevidde, og når solen skinner over Amager, er Strandparken ikke mere end fem minutter væk på cykel. Og med Lergravsparkens metrostation lige om hjørnet - ja, så er den samlede rejsetid fra lejlighedens hoveddør til Kongens Nytorv nede på syv minutter.",2022-08-21
fa3c5c23-0693-4311-9fda-d289ae3f47da-13300000,fa3c5c23-0693-4311-9fda-d289ae3f47da,home København City,12.598158,55.67863,EPSG4326,Trangravsvej,29,7,1436,København K,116,13300000,3,170,condo,PAPIRØEN - HAVNENS JUVEL,"Velkommen til Papirøen!

En urban oase omkranset af vand på alle fire sider, hvor mennesker mødes for at koble af, opleve kultur, spise god mad, bo – og nyde udsigten over vandet og indre København.

Øen har i godt 300 år lagt opdæmmet jord til en lang række vigtige funktioner for byen: fra skibsværft til krigshospital, kanonopbevaring, kuldepot og papirlager. I dag husker de fleste københavnere bedst tiden med oplagring af papir, som gav Christiansholm dens nuværende kaldenavn: PAPIRØEN.

Førs",2022-08-21
50f470a7-bbd9-4c95-a4ca-da7c742fb8cb-12500000,50f470a7-bbd9-4c95-a4ca-da7c742fb8cb,home København City,12.599566,55.67915,EPSG4326,Trangravsvej,29,3,1436,København K,134,12500000,3,170,condo,PAPIRØEN - HAVNENS JUVEL,"Velkommen til Papirøen!

En urban oase omkranset af vand på alle fire sider, hvor mennesker mødes for at koble af, opleve kultur, spise god mad, bo – og nyde udsigten over vandet og indre København.

Øen har i godt 300 år lagt opdæmmet jord til en lang række vigtige funktioner for byen: fra skibsværft til krigshospital, kanonopbevaring, kuldepot og papirlager. I dag husker de fleste københavnere bedst tiden med oplagring af papir, som gav Christiansholm dens nuværende kaldenavn: PAPIRØEN.

Først",2022-08-21
f0ba8eff-596c-4921-8022-73bfdf8e207c-4795000,f0ba8eff-596c-4921-8022-73bfdf8e207c,home Amagerbro - Islands Brygge,12.578964,55.667618,EPSG4326,Thorshavnsgade,24,2,2300,København S,86,4795000,3,170,condo,"VELUDFØRT, HERSKABELIG OG MODERNE 3-V’ER","Med 100 meter til Islands Brygge promenade og 300 meter til Langebro befinder I jer i et yderst veletableret og eftertragtet område på en foretagsom, dog idyllisk adresse med både kaj og voldens vand lige inden for rækkevidde. Og vi er ikke engang nået til hjemmets mere end gennemførte kvaliteter!

I kan være så heldige at låse dørene op til 86 kvm, der i den grad giver jer herskabelige associationer. Og så får I en veltænkt planløsning med gode rum hele vejen igennem – især badeværelset kan beg",2022-08-21
46e061cd-8f8e-4033-8438-cf7f7cf11da1-2699000,46e061cd-8f8e-4033-8438-cf7f7cf11da1,RealMæglerne Hellerup ApS,12.565265,55.728428,EPSG4326,Judithsvej,7,2,2900,Hellerup,56,2699000,2,171,condo,Nydelig 2V’er med hyggelig altan i Hellerup,"RealMæglerne Røien, Pamperin, Delfs har hermed fornøjelsen af at præsentere denne skønne lejlighed med vestvendt altan i HellerupVelkommen til Judithsvej 7 i Hellerup, hvor I nu kan blive ejerne af denne fine toværelses lejlighed på anden sal. Udefra præsenterer ejendommen sig flot med en gul facade og hvide dannebrogsvinduer, og indenfor kan I se frem til smukke detaljer såsom stukkatur, loftrosette, fyldningsdøre og et henrivende lysindfald. Beliggenheden bringer jer tæt på flere af hverdagens destinationer. Blandt andet dagligvareindkøb, Hellerup Station med S-tog og busstoppested er inden for gåafstand, mens Hellerup Strand og Strandvejen blot er en cykeltur fra adressen. Tuborg Havn med havneparken er også et oplagt sted at besøge året rundt.I bliver først budt indenfor i entréen, der leder jer til køkkenet, badeværelset og et praktisk, mindre depotrum. Badeværelset har separat bruseniche og hvidt interiør med matchende fliser. Køkkenet ligger ved siden af, og her får I fine forudsætninger for madlavningen. Vinduet ud mod gårdhaven sikrer jer både et dejligt lysindfald og en charmerende udsigt.På værelset får I en fransk altan, der vender mod vest ud mod gårdmiljøet. Det samme gør sig gældende for den vestvendte altan, som tilgås fra stuen. Stuen er et særdeles fin og indbydende rum, hvor de fine detaljer med stukkatur og loftrosette virkelig kommer til deres ret. Kvadratmeterne sørger for, at I snildt kan indrette rummet efter jeres behov med sofaområde, spisebord og kontorplads. Med den direkte adgang til altanen  får I et fortrinligt uderum, hvor et cafébord nemt kan placeres, så både frokosten og udsigten ud over fællesarealerne kan nydes. Gårdmiljøet er virkelig hyggeligt, og her legefaciliteter, masser af græsaraler, bordebænkesæt og cykelparkering.Lyder det som noget for jer? Så kontakt os allerede i dag for en fremvisning.",2022-08-21
9b783e1f-3c1e-4bc4-95f0-a457ae86d4fd-9900000,9b783e1f-3c1e-4bc4-95f0-a457ae86d4fd,home København City,12.599198,55.679512,EPSG4326,Trangravsvej,37,4,1436,København K,98,9900000,3,171,condo,PAPIRØEN - HAVNENS JUVEL,"Velkommen til Papirøen!

En urban oase omkranset af vand på alle fire sider, hvor mennesker mødes for at koble af, opleve kultur, spise god mad, bo – og nyde udsigten over vandet og indre København.

Øen har i godt 300 år lagt opdæmmet jord til en lang række vigtige funktioner for byen: fra skibsværft til krigshospital, kanonopbevaring, kuldepot og papirlager. I dag husker de fleste københavnere bedst tiden med oplagring af papir, som gav Christiansholm dens nuværende kaldenavn: PAPIRØEN.

Først",2022-08-21
269885e2-d1ba-4dd5-a4ed-e2269f058d2d-4395000,269885e2-d1ba-4dd5-a4ed-e2269f058d2d,danbolig Brønshøj,12.509889,55.709145,EPSG4326,Hareskovvej,44,,2700,Brønshøj,122,4395000,4,171,villa,Nyere halvt dobbelthus fra 2013.,"Velkommen til Hareskovvej 44. Her udbydes et nyere hus til salg, på 115 kvadratmeter fordelt i to plan. Boligen fremstår indflytningsklar og nymalet. Vi glæder os til at byde jer velkommen indenfor.INDRETNING: Flisebelagt entré med adgang til hele grundplan, samt trappeforbindelse til husets førstesal. I grundplan byder planløsningen på en opholdsstue, med direkte udgang til udestuen og forhaven. Endvidere adgang til et stort køkkenalrum, med plads til hele familien. Til sidst adgang til et prak",2022-08-21
adfcee8d-6da4-4ba6-8884-07adbe89555c-30000000,adfcee8d-6da4-4ba6-8884-07adbe89555c,home København City,12.598158,55.67863,EPSG4326,Trangravsvej,29,10,1436,København K,223,30000000,5,171,condo,PAPIRØEN - HAVNENS JUVEL,"Velkommen til Papirøen!

En urban oase omkranset af vand på alle fire sider, hvor mennesker mødes for at koble af, opleve kultur, spise god mad, bo – og nyde udsigten over vandet og indre København.

Øen har i godt 300 år lagt opdæmmet jord til en lang række vigtige funktioner for byen: fra skibsværft til krigshospital, kanonopbevaring, kuldepot og papirlager. I dag husker de fleste københavnere bedst tiden med oplagring af papir, som gav Christiansholm dens nuværende kaldenavn: PAPIRØEN.

Førs",2022-08-21
ae34fad9-af0b-4d18-a596-2fa8eaab9a99-6695000,ae34fad9-af0b-4d18-a596-2fa8eaab9a99,Andersen Bolig,12.536023,55.665043,EPSG4326,Flaskehalsen,15,12,1799,København V,94,6695000,4,171,condo,4. vær. projektlejlighed i det udsolgte Vogelius Tårn,"4. vær. projektlejlighed i det udsolgte Vogelius Tårn Forventet indflytning 5. september 2022. Hvis du flytter ind i Vogelius Tårn, får du en bolig med en af byens bedste udsigter. Tårnet er 80 meter højt, så der er frit udsyn over hele Carlsberg Byen, Vesterbro, Valby og Frederiksberg. Beliggenheden er helt central: Du er kun få minutter fra caféerne på Kildepladsen og lige så tæt på bykvarterets største grønne park, J.C. Jacobsens Have. Boligtårnet indgår i en karréstruktur med Djørup Hus, og lejlighederne ligger fra 5. og op til 24. etage. En lejlighed i Vogelius Tårn er et rigtig godt udgangspunkt for et aktivt byliv. Tårnet ligger ud til Flaskehalsen, som bliver et charmerende indkøbsstrøg med pergola, små butikker og sydlandsk stemning og mod vest ligger Kildepladsen med udeservering, markeder og legeplads. Denne lejlighed får sydvendt altan og ligger på 12. sal i tårnet med ialt 100 boliger. OBS - det er ikke muligt at få en fremvisning da bygningen er under opførelse.; Projektsalg, ",2022-08-21
64dd2b7b-1115-4e3a-b84b-4e18fecd76b1-9000000,64dd2b7b-1115-4e3a-b84b-4e18fecd76b1,home København City,12.599198,55.679512,EPSG4326,Trangravsvej,37,7,1436,København K,78,9000000,2,171,condo,PAPIRØEN - HAVNENS JUVEL,"Velkommen til Papirøen!

En urban oase omkranset af vand på alle fire sider, hvor mennesker mødes for at koble af, opleve kultur, spise god mad, bo – og nyde udsigten over vandet og indre København.

Øen har i godt 300 år lagt opdæmmet jord til en lang række vigtige funktioner for byen: fra skibsværft til krigshospital, kanonopbevaring, kuldepot og papirlager. I dag husker de fleste københavnere bedst tiden med oplagring af papir, som gav Christiansholm dens nuværende kaldenavn: PAPIRØEN.

Først",2022-08-21
a2049f47-7ba1-49e7-bec6-4c3380a9bd5f-20000000,a2049f47-7ba1-49e7-bec6-4c3380a9bd5f,home København City,12.597237,55.678913,EPSG4326,Trangravsvej,65,6,1436,København K,162,20000000,4,171,condo,PAPIRØEN - HAVNENS JUVEL,"Velkommen til Papirøen!

En urban oase omkranset af vand på alle fire sider, hvor mennesker mødes for at koble af, opleve kultur, spise god mad, bo – og nyde udsigten over vandet og indre København.

Øen har i godt 300 år lagt opdæmmet jord til en lang række vigtige funktioner for byen: fra skibsværft til krigshospital, kanonopbevaring, kuldepot og papirlager. I dag husker de fleste københavnere bedst tiden med oplagring af papir, som gav Christiansholm dens nuværende kaldenavn: PAPIRØEN.

Først",2022-08-21
